chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,selfrates_MW0079WO_20231002191703IfZEj.txt.params
scaffold_2_RagTag,1.36494044982992e-07,5.50619603934117e-12,0.00029784844194213,7.8247512285478e-05,0.294809470391755,9.25957195676599e-05,0.000161551507626453,3.46235891280267e-06,0.439683927536232,-0.2544,0.0888220868331292,selfrates_MW015_20231002191703IfZEj.txt.params
scaffold_3_RagTag,3.26575442794994e-07,3.49043920237356e-13,7.63588072640725e-05,6.04581779550187e-05,0.28317893024427,7.84431269786214e-05,0.000115856667687275,4.92929851042025e-06,0.429510266245353,-0.2544,0.091818320507304,selfrates_MW015_20231002191703IfZEj.txt.params
scaffold_4_RagTag,1.16854810015242e-07,2.36459439200274e-13,0.00157452116978772,7.11119822497414e-05,0.288059530365373,8.58368611803818e-05,0.000119669185506848,3.5827706429546e-06,0.482016535866109,-0.2544,0.0792087882959443,selfrates_MW015_20231002191703IfZEj.txt.params
scaffold_5_RagTag,8.37718748124057e-08,5.76716340543347e-13,4.32115654580706e-06,6.45112368235267e-05,0.246868008980994,8.67342862236508e-05,0.000129974871524839,2.36191593656395e-05,0.466042945732759,-0.2544,0.0924020979586709,selfrates_MW015_20231002191703IfZEj.txt.params
scaffold_6_RagTag,6.77692070596951e-07,6.92491828265958e-12,0.000709633956124077,7.12263832734804e-05,0.297996440402481,7.63754995141589e-05,0.000131629156196899,4.22251435341589e-06,0.421409383,-0.2544,0.0792909088570322,selfrates_MW015_20231002191703IfZEj.txt.params
scaffold_7_RagTag,1.86562832781897e-07,2.16288950164925e-11,0.00286405299413002,7.77262769001942e-05,0.290692947243081,7.09621104542362e-05,0.000126902766659049,1.93811188147677e-06,0.4493553643083,-0.2544,0.0937138869377139,selfrates_MW015_20231002191703IfZEj.txt.params
scaffold_8_RagTag,1.28359756095948e-07,2.38279378835954e-11,0.000480490794393954,7.6978051373493e-05,0.289830340163223,9.03364834892435e-05,0.000133466972641623,5.67038171454551e-06,0.46190774342723,-0.2544,0.099276970976067,selfrates_MW015_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,selfrates_NT1_20231002191703IfZEj.txt.params
scaffold_1_RagTag,0.000111216683964631,1.90499048161566e-13,5.22618227066664e-06,3.5909578247369e-06,0.992139778885766,0.00655360978785923,7.7215457560715e-06,6.89955389084983e-08,-0.552234638262411,-0.280233333333333,0.286864416217321,selfrates_NT1_20231002191703IfZEj.txt.params
scaffold_2_RagTag,0.000221364723830694,9.66674470539013e-14,2.61746587909412e-06,3.44585315311669e-06,0.987377024212925,0.00879331203104855,1.10654998552144e-05,2.81697703484431e-07,-0.42973222815534,-0.280233333333333,0.301675478522617,selfrates_NT1_20231002191703IfZEj.txt.params
scaffold_3_RagTag,0.000119418886468266,1.09651396547252e-14,7.11902877575983e-05,3.18990276479097e-06,0.97386926739368,0.00733298237403344,8.37776892423432e-06,1.56297200420051e-06,-0.545510798228782,-0.280233333333333,0.30392079745579,selfrates_NT1_20231002191703IfZEj.txt.params
scaffold_4_RagTag,0.000123352646827587,3.30584835802431e-14,7.03189391803908e-05,3.72306588309407e-06,0.974294286169063,0.0075414479400146,9.76477863793817e-06,2.06551685263377e-06,-0.578351790420168,-0.280233333333333,0.304068858061851,selfrates_NT1_20231002191703IfZEj.txt.params
scaffold_5_RagTag,0.000146236655357177,4.36597923511623e-14,0.000189622001042305,3.37363937896357e-06,0.953853952552702,0.00849941163273835,8.60593112335834e-06,9.6511132376406e-06,-0.52186036470339,-0.280233333333333,0.294032984112271,selfrates_NT1_20231002191703IfZEj.txt.params
scaffold_6_RagTag,0.000139827896548205,2.50975896834627e-14,7.56036317979827e-06,3.65953322048343e-06,0.983965511859505,0.00704609963198432,7.12450793947034e-06,9.33722413008426e-07,-0.568435380039683,-0.280233333333333,0.306862416217321,selfrates_NT1_20231002191703IfZEj.txt.params
scaffold_7_RagTag,0.00011973232627326,2.28592598417704e-14,3.43490315204823e-05,3.79641325846515e-06,0.985870272210171,0.00714146555316239,8.74666956295516e-06,1.04971374752618e-06,-0.491409785603113,-0.280233333333333,0.307380811935337,selfrates_NT1_20231002191703IfZEj.txt.params
scaffold_8_RagTag,0.000159193206865983,1.11600981393312e-13,2.79025324620485e-05,3.72735038385127e-06,0.991122457883777,0.00883609114618157,9.12913161324657e-06,2.69833376726525e-07,-0.511025858084112,-0.280233333333333,0.295617478602004,selfrates_NT1_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,selfrates_NT12_20231002191703IfZEj.txt.params
scaffold_1_RagTag,8.65616837393351e-08,2.45032042705448e-14,0.00747303688336147,7.78244527538555e-05,0.378095156126554,8.11457939140307e-05,9.24498586470182e-05,6.29852141396785e-07,0.454381552762238,-0.3385,0.12492260440284,selfrates_NT12_20231002191703IfZEj.txt.params
scaffold_2_RagTag,1.49714275605685e-07,9.18147058346324e-15,0.00124889651852608,7.71712023446337e-05,0.280021203541805,8.14823171156697e-05,0.00017292837436071,1.19667717456591e-06,0.388613622222222,-0.3385,0.0944646365832001,selfrates_NT12_20231002191703IfZEj.txt.params
scaffold_3_RagTag,1.58652785203839e-07,6.20478066956282e-13,0.000329801332719384,7.16493248900389e-05,0.305012619435224,7.33770829496506e-05,0.000109698649503649,2.76287811673716e-06,0.528953883159851,-0.3385,0.0854944608113504,selfrates_NT12_20231002191703IfZEj.txt.params
scaffold_4_RagTag,1.31407189692964e-07,2.12737892480024e-12,2.28213393922257e-07,7.3690160141443e-05,0.240956143022181,6.53956544466067e-05,0.000156195940453326,3.29577244032661e-06,0.413013593991597,-0.3385,0.096208336053909,selfrates_NT12_20231002191703IfZEj.txt.params
scaffold_5_RagTag,1.77133582706473e-07,7.39483381891709e-12,7.54500227147589e-05,7.00711972631568e-05,0.239358155550921,7.0113027093243e-05,0.000156762941443135,8.14398384964526e-06,0.465566898717949,-0.3385,0.0927954237965483,selfrates_NT12_20231002191703IfZEj.txt.params
scaffold_6_RagTag,1.28234426288858e-07,1.46570944244641e-11,0.000477180814356603,7.28026826870004e-05,0.272718688083815,6.75860250453558e-05,0.000130525631869318,3.07417730185485e-06,0.412498740728745,-0.3385,0.087222723562881,selfrates_NT12_20231002191703IfZEj.txt.params
scaffold_7_RagTag,6.71785839123279e-07,1.04511999707546e-13,8.43296926370747e-06,7.79037438791679e-05,0.276879887175089,6.04280779805902e-05,0.000135307175239106,1.66763838587225e-06,0.486152435670543,-0.3385,0.0978754937097544,selfrates_NT12_20231002191703IfZEj.txt.params
scaffold_8_RagTag,8.31942187560412e-08,4.3913491084585e-12,0.0011069535141491,7.97021728183886e-05,0.245010898930465,7.01219777741976e-05,0.000161599602715097,2.03710493867862e-06,0.463642252336449,-0.3385,0.081685856636251,selfrates_NT12_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,selfrates_NT8_20231002191703IfZEj.txt.params
scaffold_1_RagTag,2.94705514534437e-08,4.18441264069337e-12,0.000375438878167866,7.91372489524161e-05,0.262342334536249,6.361579814349e-05,0.000130709770050976,1.09207996422918e-06,0.439149960940767,-0.16835,0.082639914603651,selfrates_NT8_20231002191703IfZEj.txt.params
scaffold_2_RagTag,7.48572844376695e-08,1.07100789380152e-11,0.00304733051099316,7.45770672263947e-05,0.228145582921485,7.48238561638307e-05,0.000193813906554967,2.12566839886182e-06,0.537253897246377,-0.16835,0.0823624107472377,selfrates_NT8_20231002191703IfZEj.txt.params
scaffold_3_RagTag,2.14969361714765e-07,3.71396651809206e-12,0.00223970734261438,6.66918889930149e-05,0.268156313527393,6.76307927259771e-05,0.000123625795279406,5.71120058502503e-06,0.486445857720588,-0.16835,0.080917856636251,selfrates_NT8_20231002191703IfZEj.txt.params
scaffold_4_RagTag,7.70431788513606e-08,1.54948531265248e-12,0.000246078980359027,6.92170699848832e-05,0.226722371548974,7.21216015582156e-05,0.000150037241893299,3.66158139230093e-06,0.497877406182573,-0.16835,0.0870746469054198,selfrates_NT8_20231002191703IfZEj.txt.params
scaffold_5_RagTag,1.67456253014428e-07,2.40311701213651e-12,0.00243345805318504,7.35107116351145e-05,0.282975253036105,8.46249893796904e-05,0.000128540549670945,7.32611513903143e-06,0.52607727978903,-0.16835,0.079809856636251,selfrates_NT8_20231002191703IfZEj.txt.params
scaffold_6_RagTag,8.18893935854479e-08,2.85080793550047e-13,0.00022418090106853,7.24590195246964e-05,0.257725630163562,7.07029972688741e-05,0.000133158602194774,7.14695792454049e-06,0.565261202874016,-0.16835,0.0911266469054199,selfrates_NT8_20231002191703IfZEj.txt.params
scaffold_7_RagTag,2.43696419416568e-07,3.01397397487977e-12,0.00160459051997791,7.7779346685325e-05,0.273441630442948,6.69310366556569e-05,0.000135117030248607,2.21341026121892e-06,0.505703075325671,-0.16835,0.07780422412466,selfrates_NT8_20231002191703IfZEj.txt.params
scaffold_8_RagTag,1.13101597938044e-07,3.46428147665918e-12,0.00189999119942877,7.66766838826996e-05,0.317145056600076,9.28749410041514e-05,0.000136238316167073,2.08047792436315e-06,0.497916430930233,-0.16835,0.0832999672812397,selfrates_NT8_20231002191703IfZEj.txt.params
scaffold_96_RagTag,0,0,0,1.89915487608014e-05,1.89915487608014e-05,1.89915487608014e-05,0,0,0.333503,-0.16835,0.0979500363346223,selfrates_NT8_20231002191703IfZEj.txt.params
