data,prediction
0,0.0494365962541087
0,0.0349146666666667
0,0.039221
0,0.0315763333333333
0,0.0660750000000001
0,0.154213333333333
0,0.0373793333333333
0,0.0502426666666668
0,0.0350816666666667
0,0.0545586666666668
0,0.147279
0,0.126435333333333
0,0.0613660000000001
0,0.0900713333333334
0,0.0557163333333335
0,0.0481650000000001
0,0.0503346666666668
0,0.0485286666666668
0,0.0382213333333334
0,0.0626666666666668
0.01,0.0592447931034485
0.01,0.042472
0.01,0.133925333333333
0.01,0.103144333333334
0.01,0.139095666666667
0.01,0.0500120000000001
0.01,0.0608830000000002
0.01,0.101568333333333
0.01,0.112117666666667
0.01,0.0647906666666669
0.01,0.03366
0.01,0.0706573333333335
0.01,0.0476363333333334
0.01,0.0537413333333335
0.01,0.0556903333333334
0.01,0.0487193333333334
0.01,0.0607493333333336
0.01,0.258902666666667
0.01,0.0718203333333335
0.01,0.0741356357576736
0.1,0.216002333333334
0.1,0.0537983333333334
0.1,0.0732676666666668
0.1,0.18510798989899
0.1,0.254731666666667
0.1,0.242362333333334
0.1,0.0373733333333334
0.1,0.129644333333333
0.1,0.0642153333333335
0.1,0.116114333333333
0.1,0.0813963333333334
0.1,0.103051
0.1,0.232410666666667
0.1,0.0928213333333333
0.1,0.03984
0.1,0.350152666666667
0.1,0.0650226666666668
0.1,0.133078
0.1,0.226004656922055
0.1,0.230589
1,0.993287666666669
1,0.991657666666671
1,0.991305333333335
1,0.985152333333335
1,0.979165666666669
1,0.988906000000003
1,0.987601333333335
1,0.992375000000002
1,0.994058000000002
1,0.987468333333335
1,0.988748333333336
1,0.995037000000003
1,0.99047266666667
1,0.972892258854686
1,0.992615666666671
1,0.994332666666668
1,0.988504000000002
1,0.990781333333335
1,0.993233333333336
1,0.990059000000003
0.2,0.349086333333334
0.2,0.252551666666666
0.2,0.0522810000000002
0.2,0.240040666666667
0.2,0.375833333333334
0.2,0.339495
0.2,0.158898666666667
0.2,0.262763666666667
0.2,0.0821203333333334
0.2,0.266658
0.2,0.333003333333334
0.2,0.11748
0.2,0.319456666666667
0.2,0.104070333333333
0.2,0.203961333333333
0.2,0.274379333333334
0.2,0.0631510000000002
0.2,0.328275673266624
0.2,0.387273333333334
0.2,0.551896666666666
0.3,0.311252666666667
0.3,0.252879333333333
0.3,0.254643
0.3,0.260453333333333
0.3,0.582636666666667
0.3,0.427026666666667
0.3,0.218511666666667
0.3,0.267826
0.3,0.299327
0.3,0.636893333333333
0.3,0.410483333333334
0.3,0.333776098515519
0.3,0.217366
0.3,0.239238923076923
0.3,0.27062
0.3,0.265350148508148
0.3,0.26161699047619
0.3,0.336179
0.3,0.131853431370817
0.3,0.300707333333333
0.4,0.498215333333334
0.4,0.0899517441222986
0.4,0.385824669046007
0.4,0.54554
0.4,0.337257
0.4,0.357133333333333
0.4,0.42138288888889
0.4,0.436284
0.4,0.368851666666667
0.4,0.566653333333333
0.4,0.556816666666666
0.4,0.305508
0.4,0.573201333333333
0.4,0.102134333333333
0.4,0.480994608219911
0.4,0.483293333333333
0.4,0.360425
0.4,0.332331238095238
0.4,0.5267
0.4,0.42523
0.5,0.517935
0.5,0.535893333333333
0.5,0.47305
0.5,0.710166666666666
0.5,0.514553333333333
0.5,0.478886666666667
0.5,0.425796666666668
0.5,0.448588333333334
0.5,0.575146666666666
0.5,0.365676
0.5,0.382370666666667
0.5,0.712368666666667
0.5,0.517035454844007
0.5,0.335075452380952
0.5,0.222588138528139
0.5,0.411595585106802
0.5,0.298135666666666
0.5,0.316142333333334
0.5,0.717309333333334
0.5,0.399083333333334
0.6,0.724405333333334
0.6,0.666183333333333
0.6,0.548785
0.6,0.755616666666668
